id_identificador;descripcion;direccion;fechaAlta;id_barrio;id_geometria;id_municipio;id_identificador_tipo;id_usuario;id_zona;id_zona_administrativa;fecha_actualizacion;codigo_unico;habilitado;metros_cuadrados;latitud;longitud
2583794;CURIPAN S.A.;MAIPU 2810;21/8/2025 20:18;14086;14647785;377;650;9505;25308;;;;True;;-34,50977688;-58,49154191
2583795;S.A.L.U.D.E SA;HILARION DE LA QUINTANA 3142;21/8/2025 20:18;14086;14647786;377;650;9505;25308;;;;True;;-34,50951683;-58,49602556
2583796;GALARZA, MATIAS;MAIPU 2893;21/8/2025 20:18;14086;14647787;377;650;9505;25308;;;;True;;-34,50938232;-58,49140567
2583797;COSTILLA MARIA ISABEL;RICARDO GUTIERREZ 1150;21/8/2025 20:18;14086;14647788;377;650;9505;25308;;;;True;;-34,50978792;-58,48685122
2583798;MARROQUINERIA ALBAMONTE S.R.L.;MAIPU 2847;21/8/2025 20:18;14086;14647789;377;650;9505;25308;;;;True;;-34,5095225;-58,49132332
2583799;ZANCHE TOMAS ROBERTO;RICARDO GUTIERREZ 1201;21/8/2025 20:18;14086;14647790;377;650;9505;25308;;;;True;;-34,51000377;-58,48747248
2583800;RICCIO CARLOS;FRANCISCO UZAL 3904;21/8/2025 20:18;14086;14647791;377;650;9505;25308;;;;True;;-34,50938382;-58,51434728
2583801;SERGIO TREPAT AUTOMOVILES SA;JUAN CARLOS CRUZ 2280;21/8/2025 20:18;14086;14647792;377;650;9505;25308;;;;True;;-34,50979599;-58,47777104
2583802;CENTRO IMAGEN S.R.L.;MAIPU 2786;21/8/2025 20:18;14086;14647793;377;650;9505;25308;;;;True;;-34,51000661;-58,49140634
2583803;BALLASTRO ANTONIO;BERNARDO OHIGGINS 3802;21/8/2025 20:18;14086;14647794;377;650;9505;25308;;;;True;;-34,50939573;-58,51237907
2583804;DVG SERVICIOS S.R.L.;ADOLFO BELLOCQ 4184;21/8/2025 20:18;14086;14647795;377;650;9505;25308;;;;True;;-34,50980007;-58,52059122
2583805;CAÑETE GUSTAVO ADRIAN;FRANCISCO UZAL 3815;21/8/2025 20:18;14086;14647796;377;650;9505;25308;;;;True;;-34,51000886;-58,51391109
2583806;GODACHEVICH NICOLAS;MAIPU 2881;21/8/2025 20:18;14086;14647797;377;650;9505;25308;;;;True;;-34,50941929;-58,49138522
2583807;BANCO DE GALICIA Y BUENOS AIRE;DEL LIBERTADOR 2299;21/8/2025 20:18;14086;14647798;377;650;9505;25308;;;;True;;-34,50980483;-58,47855703
2583808;TAIBO AGUIRRE ALEJANDRO DANIEL;MAIPU 2879;21/8/2025 20:18;14086;14647799;377;650;9505;25308;;;;True;;-34,50942536;-58,49138158
2583809;ALEM MARIA LORENA;RICARDO GUTIERREZ 1203;21/8/2025 20:18;14086;14647800;377;650;9505;25308;;;;True;;-34,51001159;-58,48748817
2583810;ALVAREZ MARIO EDUARDO;DEL LIBERTADOR 2311;21/8/2025 20:18;14086;14647801;377;650;9505;25308;;;;True;;-34,50952723;-58,47867656
2583811;IGLESIAS MATEO;PARANA 3930;21/8/2025 20:18;14086;14647802;377;650;9505;25308;;;;True;;-34,50982395;-58,52406269
2583812;LOVRIC ADRIANA MARIANA;JUAN B ALBERDI 1393;21/8/2025 20:18;14086;14647803;377;650;9505;25308;;;;True;;-34,51001831;-58,48969346
2583813;CARDOSO CECILIA MONICA;DEL LIBERTADOR 2311;21/8/2025 20:18;14086;14647804;377;650;9505;25308;;;;True;;-34,50952723;-58,47867656
2583814;RODRIGO EZEQUIEL CASTRO, MATIA;FRANCISCO UZAL 3850;21/8/2025 20:18;14086;14647805;377;650;9505;25308;;;;True;;-34,50985404;-58,51415662
2583815;MAS NORBERTO HORACIO;JUSTO G DE BERMUDEZ 3177;21/8/2025 20:18;14086;14647806;377;650;9505;25308;;;;True;;-34,51002738;-58,51156151
2583816;XIII CAFES S.A;DEL LIBERTADOR 2311;21/8/2025 20:18;14086;14647807;377;650;9505;25308;;;;True;;-34,50952723;-58,47867656
2583817;AMX ARGENTINA SOCIEDAD ANONIMA;PARANA 3934;21/8/2025 20:18;14086;14647808;377;650;9505;25308;;;;True;;-34,50986345;-58,52414653
2583818;SERGIO TREPAT AUTOMOVILES SA;DEL LIBERTADOR 2279;21/8/2025 20:18;14086;14647809;377;650;9505;25308;;;;True;;-34,51003006;-58,4784572
2583819;SANTORO, MARGARITA;MANUEL DIAZ VELEZ 3406;21/8/2025 20:18;14086;14647810;377;650;9505;25308;;;;True;;-34,50955858;-58,51694117
2583820;OLIVA NERA S.R.L.;JONAS SALK 3495;21/8/2025 20:18;14086;14647811;377;650;9505;25308;;;;True;;-34,50943319;-58,5047289
2583821;BENITEZ CARLOS RAFAEL;MARIANO PELLIZA 1894;21/8/2025 20:18;14086;14647812;377;650;9505;25308;;;;True;;-34,50988596;-58,49564505
2583822;CARROZZO LUCAS NICOLAS;RICARDO GUTIERREZ 1209;21/8/2025 20:18;14086;14647813;377;650;9505;25308;;;;True;;-34,51003506;-58,48753524
2583823;BALL DE KEXEL, CARMEN MARIA;JOSE M DE ESTRADA 2651;21/8/2025 20:18;14086;14647814;377;650;9505;25308;;;;True;;-34,50957461;-58,48759565
2583824;BAUTI JUNIOR SA;LA RIOJA 2468;21/8/2025 20:18;14086;14647815;377;650;9505;25308;;;;True;;-34,50944237;-58,48254051
2583825;ARCOS DORADOS ARGENTINA SOCIED;MAIPU 2771;21/8/2025 20:18;14086;14647816;377;650;9505;25308;;;;True;;-34,50989883;-58,49109759
2583826;GOMEZ ALDANA SOL;RICARDO GUTIERREZ 1209;21/8/2025 20:18;14086;14647817;377;650;9505;25308;;;;True;;-34,51003506;-58,48753524
2583827;MASCIOTRA JOSE Y CAPOBIANCO RICARDO SOC. LEY 19550 CAP I SECC IV;FRANCISCO UZAL 3892;21/8/2025 20:18;14086;14647818;377;650;9505;25308;;;;True;;-34,50958036;-58,51426613
2583828;CAMPERI AGUSTIN;RICARDO GUTIERREZ 1082;21/8/2025 20:18;14086;14647819;377;650;9505;25308;;;;True;;-34,50945081;-58,4861467
2583829;CASA CHELIATTI S A;ESPANA 3496;21/8/2025 20:18;14086;14647820;377;650;9505;25308;;;;True;;-34,50990514;-58,50576416
2583830;BULYHO ENRIQUE CARLOS;FRANCISCO UZAL 3822;21/8/2025 20:18;14086;14647821;377;650;9505;25308;;;;True;;-34,5100365;-58,51408361
2583831;GAHR, FEDERICO ARIEL;MARIANO PELLIZA 1794;21/8/2025 20:18;14086;14647822;377;650;9505;25308;;;;True;;-34,50945258;-58,49469467
2583832;LOWE CYNTHIA;CORRIENTES 841;21/8/2025 20:18;14086;14647823;377;650;9505;25308;;;;True;;-34,50990946;-58,4828111
2583833;ALPARAMIS SOCIEDAD ANONIMA;JUAN CARLOS CRUZ 2256;21/8/2025 20:18;14086;14647824;377;650;9505;25308;;;;True;;-34,51004018;-58,47766479
2583834;IBA#EZ JORGE JAVIER;SALVADOR DEBENEDETTI 3207;21/8/2025 20:18;14086;14647825;377;650;9505;25308;;;;True;;-34,50947314;-58,51441937
2583835;CODINA GABRIELA MARIA;NICOLAS REPETTO 4218;21/8/2025 20:18;14086;14647826;377;650;9505;25308;;;;True;;-34,50991011;-58,52194036
2583836;REVIFAS S.A;ROQUE SAENZ PENA 1526;21/8/2025 20:18;14086;14647827;377;650;9505;25308;;;;True;;-34,51004082;-58,49178084
2583837;HB4M S.A;DEL LIBERTADOR 2289;21/8/2025 20:18;14086;14647828;377;650;9505;25308;;;;True;;-34,50991738;-58,47850688
2583838;MAENCHAGA VENEGAS, SIMON;JUAN DE GARAY 2892;21/8/2025 20:18;14086;14647829;377;650;9505;25308;;;;True;;-34,51004625;-58,4930786
2583839;TOSSOUNIAN Y BOYADJIAN S.A.;MAIPU 2798;21/8/2025 20:18;14086;14647830;377;650;9505;25308;;;;True;;-34,50991915;-58,49145887
2583840;TOSSOUNIAN Y BOYADJIAN S.A.;ROQUE SAENZ PENA 1537;21/8/2025 20:18;14086;14647831;377;650;9505;25308;;;;True;;-34,51004731;-58,49196765
2583841;TIRENNI ALBERTO ALFREDO;JUSTO G DE BERMUDEZ 3188;21/8/2025 20:18;14086;14647832;377;650;9505;25308;;;;True;;-34,51012732;-58,51159966
2583842;TRAMEC ELECTRONICA SRL;SAN LORENZO 2646;21/8/2025 20:18;14086;14647833;377;650;9505;25308;;;;True;;-34,5095827;-58,50525797
2583843;VIETRI FERNANDO GONZALO;RICARDO GUTIERREZ 1213;21/8/2025 20:18;14086;14647834;377;650;9505;25308;;;;True;;-34,51005071;-58,48756661
2583844;PAZ  PEREZ JULIA;RICARDO GUTIERREZ 1186;21/8/2025 20:18;14086;14647835;377;650;9505;25308;;;;True;;-34,50992506;-58,48713781
2583845;PRIARONE CARLOS EDGARDO;MAIPU 2741;21/8/2025 20:18;14086;14647836;377;650;9505;25308;;;;True;;-34,51014917;-58,49094743
2583846;OLIVOS GRAFICA SRL;SAN LORENZO 2646;21/8/2025 20:18;14086;14647837;377;650;9505;25308;;;;True;;-34,5095827;-58,50525797
2583847;RIGOPOULOS, MARIA ELENA;RICARDO GUTIERREZ 1215;21/8/2025 20:18;14086;14647838;377;650;9505;25308;;;;True;;-34,51005853;-58,4875823
2583848;LELCZUK SIMON;MAIPU 2766;21/8/2025 20:18;14086;14647839;377;650;9505;25308;;;;True;;-34,51015238;-58,49131878
2583849;ALBERTI MARCELO GABRIEL;ROQUE SAENZ PENA 1517;21/8/2025 20:18;14086;14647840;377;650;9505;25308;;;;True;;-34,50993241;-58,49172897
2583850;TESONE, FELIPE;PARANA 3902;21/8/2025 20:18;14086;14647841;377;650;9505;25308;;;;True;;-34,50958651;-58,52355371
2583851;FARMACIA VASSALLO OLIVOS S C S;RICARDO GUTIERREZ 1202;21/8/2025 20:18;14086;14647842;377;650;9505;25308;;;;True;;-34,51006569;-58,4874278
2583852;ITALOMED PRODUCTOS SRL;RICARDO GUTIERREZ 1226;21/8/2025 20:18;14086;14647843;377;650;9505;25308;;;;True;;-34,51015832;-58,4876176
2583853;EL ALMACEN /BUE S.R.L.;CORRIENTES 832;21/8/2025 20:18;14086;14647844;377;650;9505;25308;;;;True;;-34,50995325;-58,48266408
2583854;VELIZ WALTER FEDERICO;MANUEL DE URIBELARREA 465;21/8/2025 20:18;14086;14647845;377;650;9505;25308;;;;True;;-34,5096075;-58,47832814
2583855;COOPERATIVA DE TRABAJO EL FERR;MAIPU 2751;21/8/2025 20:18;14086;14647846;377;650;9505;25308;;;;True;;-34,51006572;-58,49099748
2583856;GRAZIANI MIRIAM CLAUDIA;JUAN B ALBERDI 1411;21/8/2025 20:18;14086;14647847;377;650;9505;25308;;;;True;;-34,5101651;-58,49000152
2583857;SOFAMA S.A;DEL LIBERTADOR 2290;21/8/2025 20:18;14086;14647848;377;650;9505;25308;;;;True;;-34,50995415;-58,47887359
2583858;LEDESMA DALL ASTA MARIA ELENA;MANUEL DE URIBELARREA 465;21/8/2025 20:18;14086;14647849;377;650;9505;25308;;;;True;;-34,5096075;-58,47832814
2583859;GRAÑA SERGIO;MAIPU 2739;21/8/2025 20:18;14086;14647850;377;650;9505;25308;;;;True;;-34,51016586;-58,49093741
2583860;CENTRO ODONTOLOGICO BLOTTA Y A;MAIPU 2751;21/8/2025 20:18;14086;14647851;377;650;9505;25308;;;;True;;-34,51006572;-58,49099748
2583861;CASA CHELIATTI S A;SAN LORENZO 2745;21/8/2025 20:18;14086;14647852;377;650;9505;25308;;;;True;;-34,50995701;-58,50625991
2583862;ROA, ELINA ANTONELA;RICARDO GUTIERREZ 1245;21/8/2025 20:18;14086;14647853;377;650;9505;25308;;;;True;;-34,5101708;-58,48782123
2583863;DELLA TORRE PEREYRA LOURDES DE LOS ANGELES;RICARDO GUTIERREZ 1217;21/8/2025 20:18;14086;14647854;377;650;9505;25308;;;;True;;-34,51006629;-58,48759804
2583864;MESMAR S.R.L;FRANCISCO UZAL 3834;21/8/2025 20:18;14086;14647855;377;650;9505;25308;;;;True;;-34,5099583;-58,5141149
2583865;JARDIN DEL PILAR SA;MAIPU 2860;21/8/2025 20:18;14086;14647856;377;650;9505;25308;;;;True;;-34,50961182;-58,49163602
2583866;BONANNI, MARGARITA;RICARDO GUTIERREZ 1230;21/8/2025 20:18;14086;14647857;377;650;9505;25308;;;;True;;-34,51017328;-58,48764956
2583867;LOMBARDERO SILVIA NIDYA;ROQUE SAENZ PENA 1532;21/8/2025 20:18;14086;14647858;377;650;9505;25308;;;;True;;-34,51007529;-58,49185245
2583868;LAMACCHIA, MARCELO CRISTIAN;MAIPU 2792;21/8/2025 20:18;14086;14647859;377;650;9505;25308;;;;True;;-34,50996288;-58,4914326
2583869;DEL GUAZU S.A.;JUAN DIAZ DE SOLIS 2204;21/8/2025 20:18;14086;14647860;377;650;9505;25308;;;;True;;-34,51017776;-58,47657767
2583870;ROLSAN S.R.L.;DEL LIBERTADOR 2275;21/8/2025 20:18;14086;14647861;377;650;9505;25308;;;;True;;-34,51007534;-58,47843802
2583871;COLINAS, NORMA BEATRIZ;RICARDO GUTIERREZ 1196;21/8/2025 20:18;14086;14647862;377;650;9505;25308;;;;True;;-34,50996315;-58,48721742
2583872;RAMIREZ ANDRES ROBERTO;JUAN B ALBERDI 1415;21/8/2025 20:18;14086;14647863;377;650;9505;25308;;;;True;;-34,51018051;-58,49003387
2583873;MATKO SRL;DEL LIBERTADOR 2275;21/8/2025 20:18;14086;14647864;377;650;9505;25308;;;;True;;-34,51007534;-58,47843802
2583874;NARDONE MIGUEL;JOSE M PAZ 3383;21/8/2025 20:18;14086;14647865;377;650;9505;25308;;;;True;;-34,5099656;-58,50311838
2583875;CASARTELLI ADRIANA ELIZABETH;MAIPU 2737;21/8/2025 20:18;14086;14647866;377;650;9505;25308;;;;True;;-34,51018255;-58,4909274
2583876;TESSIO GABRIEL OSCAR;RICARDO GUTIERREZ 1198;21/8/2025 20:18;14086;14647867;377;650;9505;25308;;;;True;;-34,50997077;-58,48723334
2583877;GINACA, JAVIER ALEJANDRO;SAN LORENZO 2762;21/8/2025 20:18;14086;14647868;377;650;9505;25308;;;;True;;-34,51007826;-58,50634528
2583878;LI SHUQIN;DEL LIBERTADOR 2265;21/8/2025 20:18;14086;14647869;377;650;9505;25308;;;;True;;-34,51018855;-58,47839008
2583879;BAPRO MEDIOS DE PAGO S A;ROQUE SAENZ PENA 1525;21/8/2025 20:18;14086;14647870;377;650;9505;25308;;;;True;;-34,50997837;-58,49182444
2583880;LABMED SRL;SAN LORENZO 2762;21/8/2025 20:18;14086;14647871;377;650;9505;25308;;;;True;;-34,51007826;-58,50634528
2583881;FRONTERA JOSE;DOMINGO DE ACASSUSO 2460;21/8/2025 20:18;14086;14647872;377;650;9505;25308;;;;True;;-34,50964048;-58,50285901
2583882;FENIX ENERGIA S.R.L.;PARANA 3944;21/8/2025 20:18;14086;14647873;377;650;9505;25308;;;;True;;-34,50999571;-58,5244273
2583883;PAN, GABRIELA NOELI;RICARDO GUTIERREZ 1221;21/8/2025 20:18;14086;14647874;377;650;9505;25308;;;;True;;-34,51008122;-58,48762992
2583884;BANCO DE LA CIUDAD DE BUENOS A;MAIPU 2850;21/8/2025 20:18;14086;14647875;377;650;9505;25308;;;;True;;-34,50964483;-58,4916172
2583885;BHAURAC S.A;FRANCISCO BORGES 2126;21/8/2025 20:18;14086;14647876;377;650;9505;25308;;;;True;;-34,51000263;-58,49852707
2583886;CRESKOTEC S.A.;MAIPU 2749;21/8/2025 20:18;14086;14647877;377;650;9505;25308;;;;True;;-34,51008241;-58,49098747
2583887;TRES CHIC S.A.;DEL LIBERTADOR 2301;21/8/2025 20:18;14086;14647878;377;650;9505;25308;;;;True;;-34,50964554;-58,47862675
2583888;DE LUCAS, SEBASTIAN LUIS;ROQUE SAENZ PENA 1534;21/8/2025 20:18;14086;14647879;377;650;9505;25308;;;;True;;-34,51008678;-58,49187631
2583889;FERNANDEZ FABIO  JAVIER;MAIPU 2805;21/8/2025 20:18;14086;14647880;377;650;9505;25308;;;;True;;-34,50964999;-58,49124685
2583890;OCULUS OPTICA, SOCIEDAD SIMPLE;MAIPU 2760;21/8/2025 20:18;14086;14647881;377;650;9505;25308;;;;True;;-34,51019611;-58,49129252
2583891;SANTIAGO LUIS SARUBBI;JOSE M DE ESTRADA 2591;21/8/2025 20:18;14086;14647882;377;650;9505;25308;;;;True;;-34,51009701;-58,48723078
2583892;LOPEZ, ADOLFO;JOSE M PAZ 3410;21/8/2025 20:18;14086;14647883;377;650;9505;25308;;;;True;;-34,50967001;-58,50341382
2583893;LAN, MIN;RICARDO GUTIERREZ 1286;21/8/2025 20:18;14086;14647884;377;650;9505;25308;;;;True;;-34,51038283;-58,48809705
2583894;LIBOREIRO OCTAVIO Y LIBOREIRO;SAN LORENZO 2796;21/8/2025 20:18;14086;14647885;377;650;9505;25308;;;;True;;-34,51020146;-58,50661562
2583895;CAPELO LUCIANA JIMENA;ROQUE SAENZ PENA 1536;21/8/2025 20:18;14086;14647886;377;650;9505;25308;;;;True;;-34,51009827;-58,49190018
2583896;FERNANDEZ FIDALGO CARINA;SALTA 2585;21/8/2025 20:18;14086;14647887;377;650;9505;25308;;;;True;;-34,50967049;-58,48624145
2583897;No Informado,;MARIANO PELLIZA 1981;21/8/2025 20:18;14086;14647888;377;650;9505;25308;;;;True;;-34,51020693;-58,49651925
2583898;NATALE LEANDRO ARIEL;JUAN B ALBERDI 1475;21/8/2025 20:18;14086;14647889;377;650;9505;25308;;;;True;;-34,51041171;-58,49051906
2583899;RAFFO MAXIMILIANO;MANUEL DIAZ VELEZ 3553;21/8/2025 20:18;14086;14647890;377;650;9505;25308;;;;True;;-34,5101019;-58,51831218
2583900;SERGIO TREPAT AUTOMOVILES SA;DEL LIBERTADOR 2312;21/8/2025 20:18;14086;14647891;377;650;9505;25308;;;;True;;-34,50968655;-58,47899031
2583901;SZTEIN MARIO;DEL LIBERTADOR 2270;21/8/2025 20:18;14086;14647892;377;650;9505;25308;;;;True;;-34,51020813;-58,47876266
2583902;SCARINCI ANDREA ROXANA;JUAN B ALBERDI 1475;21/8/2025 20:18;14086;14647893;377;650;9505;25308;;;;True;;-34,51041171;-58,49051906
2583903;FARMACIA VASSALLO OLIVOS S C S;RICARDO GUTIERREZ 1212;21/8/2025 20:18;14086;14647894;377;650;9505;25308;;;;True;;-34,51010491;-58,48750644
2583904;BANCO SUPERVIELLE SOCIEDAD ANO;MAIPU 2836;21/8/2025 20:18;14086;14647895;377;650;9505;25308;;;;True;;-34,50969105;-58,49159085
2583905;MAUCERI CARLOS,PISTONE RICARDO S.H.;HILARION DE LA QUINTANA 3097;21/8/2025 20:18;14086;14647896;377;650;9505;25308;;;;True;;-34,51021595;-58,4962204
2583906;DE LUCCA DANIEL ALBERTO;FRANCISCO UZAL 3780;21/8/2025 20:18;14086;14647897;377;650;9505;25308;;;;True;;-34,51041501;-58,51392172
2583907;MANFREDI, ANTONIO;FRANCISCO UZAL 3810;21/8/2025 20:18;14086;14647898;377;650;9505;25308;;;;True;;-34,51011469;-58,51405232
2583908;CASA CHELIATTI S A;ESPANA 3447;21/8/2025 20:18;14086;14647899;377;650;9505;25308;;;;True;;-34,51022873;-58,50544896
2583909;ARCOS DE OLIVOS S.R.L.;CORRIENTES 932;21/8/2025 20:18;14086;14647900;377;650;9505;25308;;;;True;;-34,5104228;-58,48363327
2583910;QUINTANA, JORGE ALBERTO;MAIPU 2745;21/8/2025 20:18;14086;14647901;377;650;9505;25308;;;;True;;-34,51011579;-58,49096745
2583911;TACA, LUI EZEQUIEL;MANUEL ROSETTI 4005;21/8/2025 20:18;14086;14647902;377;650;9505;25308;;;;True;;-34,51023718;-58,51878922
2583912;PASEYRO MONICA ROSANA;RICARDO GUTIERREZ 1298;21/8/2025 20:18;14086;14647903;377;650;9505;25308;;;;True;;-34,51042773;-58,48819294
2583913;DISTENZA SA;RICARDO GUTIERREZ 1231;21/8/2025 20:18;14086;14647904;377;650;9505;25308;;;;True;;-34,51011854;-58,48770963
2583914;No Informado, 1;MARIANO PELLIZA 1995;21/8/2025 20:18;14086;14647905;377;650;9505;25308;;;;True;;-34,5102451;-58,49660283
2583915;ROSAS CAROLINA MERCEDES;JUAN B ALBERDI 1481;21/8/2025 20:18;14086;14647906;377;650;9505;25308;;;;True;;-34,51043483;-58,49056758
2583916;SERGIO TREPAT AUTOMOVILES SA;DEL LIBERTADOR 2271;21/8/2025 20:18;14086;14647907;377;650;9505;25308;;;;True;;-34,51012063;-58,47841884
2583917;DELTA DOCK SA;CARLOS VILLATE 301;21/8/2025 20:18;14086;14647908;377;650;9505;25308;;;;True;;-34,51025021;-58,47658978
2583918;HOLDING NORTE S.A.;AYACUCHO 3477;21/8/2025 20:18;14086;14647909;377;650;9505;25308;;;;True;;-34,51044177;-58,5065591
2583919;SASTAGO SRL;RICARDO GUTIERREZ 1252;21/8/2025 20:18;14086;14647910;377;650;9505;25308;;;;True;;-34,5102556;-58,48782536
2583920;GOMEZ AGUSTINA ERCILIA;JUAN B ALBERDI 1487;21/8/2025 20:18;14086;14647911;377;650;9505;25308;;;;True;;-34,51045795;-58,4906161
2583921;TREVISAN, PABLO JAVIER;MANUEL ROSETTI 4001;21/8/2025 20:18;14086;14647912;377;650;9505;25308;;;;True;;-34,51025627;-58,51877669
2583922;E-STRATEGA, SRL;CORDOBA 2729;21/8/2025 20:18;14086;14647913;377;650;9505;25308;;;;True;;-34,50970978;-58,49002567
2583923;TOBARES VANESA;JUAN B ALBERDI 1472;21/8/2025 20:18;14086;14647914;377;650;9505;25308;;;;True;;-34,5104589;-58,49044344
2583924;ARGENTINA MEETING PLANNER SRL;JOSE M DE ESTRADA 2574;21/8/2025 20:18;14086;14647915;377;650;9505;25308;;;;True;;-34,51025759;-58,48721927
2583925;LOPEZ, SERGIO;MAIPU 2708;21/8/2025 20:18;14086;14647916;377;650;9505;25308;;;;True;;-34,51057506;-58,4910648
2583926;PADULA MARIA CELESTE;RICARDO GUTIERREZ 1130;21/8/2025 20:18;14086;14647917;377;650;9505;25308;;;;True;;-34,50971174;-58,486692
2583927;BORRAJO GUSTAVO JAVIER;MARIANO PELLIZA 2039;21/8/2025 20:18;14086;14647918;377;650;9505;25308;;;;True;;-34,51046344;-58,49708095
2583928;DEVOTO STELLA MARIS;MANUEL DIAZ VELEZ 3595;21/8/2025 20:18;14086;14647919;377;650;9505;25308;;;;True;;-34,5102635;-58,51866515
2583929;ARRAVANTI CARLA MARIA;RICARDO GUTIERREZ 1320;21/8/2025 20:18;14086;14647920;377;650;9505;25308;;;;True;;-34,51058721;-58,48853352
2583930;CALCAGNO NORBERTO JAVIER;AYACUCHO 3560;21/8/2025 20:18;14086;14647921;377;650;9505;25308;;;;True;;-34,50971597;-58,50714721
2583931;DI SANTI S.R.L.;JOSE INGENIEROS 3054;21/8/2025 20:18;14086;14647922;377;650;9505;25308;;;;True;;-34,51046385;-58,5097676
2583932;PASCARETTA PABLO DOMINGO;MAIPU 2727;21/8/2025 20:18;14086;14647923;377;650;9505;25308;;;;True;;-34,510266;-58,49087735
2583933;ALPARAMIS SOCIEDAD ANONIMA;DEL LIBERTADOR 2229;21/8/2025 20:18;14086;14647924;377;650;9505;25308;;;;True;;-34,51059639;-58,47821853
2583934;FARMACIA ANTUÑA S.C.S.;MAIPU 2828;21/8/2025 20:18;14086;14647925;377;650;9505;25308;;;;True;;-34,50971746;-58,49157579
2583935;RAMON HUGO HECTOR;MARIANO PELLIZA 2030;21/8/2025 20:18;14086;14647926;377;650;9505;25308;;;;True;;-34,51046766;-58,49690981
2583936;FARINE BAKERY AND COFFEE S.R.L;HILARION DE LA QUINTANA 3094;21/8/2025 20:18;14086;14647927;377;650;9505;25308;;;;True;;-34,51027728;-58,49627856
2583937;DE GIORGIO LUCIA;RICARDO GUTIERREZ 1132;21/8/2025 20:18;14086;14647928;377;650;9505;25308;;;;True;;-34,50971936;-58,48670792
2583938;BARAGAÑO PABLO HERNAN;TUCUMAN 2590;21/8/2025 20:18;14086;14647929;377;650;9505;25308;;;;True;;-34,51060505;-58,48825497
2583939;UMIDO, PAULA;RICARDO GUTIERREZ 1307;21/8/2025 20:18;14086;14647930;377;650;9505;25308;;;;True;;-34,51047953;-58,48848053
2583940;ROMERO SOFIA;MAIPU 2699;21/8/2025 20:18;14086;14647931;377;650;9505;25308;;;;True;;-34,51060633;-58,49067536
2583941;PRESTIGIO S.A.;MAIPU 2701;21/8/2025 20:18;14086;14647932;377;650;9505;25308;;;;True;;-34,51048318;-58,49074773
2583942;SPINETTO, MATIAS EDUARDO;RICARDO GUTIERREZ 1326;21/8/2025 20:18;14086;14647933;377;650;9505;25308;;;;True;;-34,51060963;-58,4885814
2583943;DIVANO MARIA SOL;DEL LIBERTADOR 2257;21/8/2025 20:18;14086;14647934;377;650;9505;25308;;;;True;;-34,51027911;-58,47835173
2583944;OÂ´TOOLE, JUAN CARLOS;JUAN B ALBERDI 1482;21/8/2025 20:18;14086;14647935;377;650;9505;25308;;;;True;;-34,51049743;-58,49052431
2583945;ANTIGUA CUSATTI SCS;MAIPU 2702;21/8/2025 20:18;14086;14647936;377;650;9505;25308;;;;True;;-34,51061879;-58,49103852
2583946;URZANQUI MARCELA MABEL;RICARDO GUTIERREZ 1260;21/8/2025 20:18;14086;14647937;377;650;9505;25308;;;;True;;-34,51028554;-58,48788929
2583947;SENYSZYN JORGE HORACIO;MAIPU 2718;21/8/2025 20:18;14086;14647938;377;650;9505;25308;;;;True;;-34,51050219;-58,4911086
2583948;METRIC S.A.;FRANCISCO UZAL 3798;21/8/2025 20:18;14086;14647939;377;650;9505;25308;;;;True;;-34,51029529;-58,51397621
2583949;SAN MICAEL S.A.;ENTRE RIOS 1190;21/8/2025 20:18;14086;14647940;377;650;9505;25308;;;;True;;-34,51077448;-58,48661211
2583950;ARANDA SOLANGE GABRIELA;MAIPU 2718;21/8/2025 20:18;14086;14647941;377;650;9505;25308;;;;True;;-34,51050219;-58,4911086
2583951;CASTRO ROBERTO MARIO;DOMINGO DE ACASSUSO 2602;21/8/2025 20:18;14086;14647942;377;650;9505;25308;;;;True;;-34,51030635;-58,50432003
2583952;KILIDJIAN PAULA;PEDRO GOYENA 3536;21/8/2025 20:18;14086;14647943;377;650;9505;25308;;;;True;;-34,51077781;-58,50894931
2583953;MULTIEVENT S.R.L., EMP. DE SERV. EVEN;CORDOBA 2647;21/8/2025 20:18;14086;14647944;377;650;9505;25308;;;;True;;-34,5105041;-58,48949244
2583954;LIBOREIRO JUAN MANUEL;AYACUCHO 3495;21/8/2025 20:18;14086;14647945;377;650;9505;25308;;;;True;;-34,51030785;-58,50664894
2583955;FALAK, ALBERTO ESTEBAN;MAIPU 2673;21/8/2025 20:18;14086;14647946;377;650;9505;25308;;;;True;;-34,51078872;-58,49056818
2583956;VIGILAR SRL;CORDOBA 2647;21/8/2025 20:18;14086;14647947;377;650;9505;25308;;;;True;;-34,5105041;-58,48949244
2583957;TORTORELLA, SA;MAIPU 2690;21/8/2025 20:18;14086;14647948;377;650;9505;25308;;;;True;;-34,51079298;-58,49093382
2583958;FUSCO, JUANA MARIA;JUAN B ALBERDI 1484;21/8/2025 20:18;14086;14647949;377;650;9505;25308;;;;True;;-34,51050514;-58,49054048
2583959;SOLARI, ELIDA MARIA BEATRI;JUAN B ALBERDI 1525;21/8/2025 20:18;14086;14647950;377;650;9505;25308;;;;True;;-34,51079317;-58,49133297
2583960;RIVARA, CRISTIAN;DEL LIBERTADOR 2227;21/8/2025 20:18;14086;14647951;377;650;9505;25308;;;;True;;-34,51061906;-58,47820907
